	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24
1	1086.2788461538462	920.4774590163935	1214.688679245283	1143.9181034482758																					
2	1668.751032114029	1385.8123549762954	1709.703711751302	1575.7162124424765																					
3	1747.7831027869022	1551.4603371816138	2157.8573931884766	2199.9001760581104																					
4	1165.8248031496064	878.5492125984252	946.9942528735633	963.7375																					
5	1695.6596278036795	1383.5694954513658	927.1990837009474	893.5106454467773	1854.6589208396085	1831.5865953639595																			
6	1699.5278903490876	1562.9826619033272	891.7593657394935	903.6340356445312	2071.1311977404052	2029.3291523803173	1717.534498565051																		
7	1129.382075471698	939.659375	546.9166666666666	616.3375	1059.8822580645162	1103.4963768115942	1242.9948979591836																		
8	1714.8660712184676	1374.3359704428162	873.4921250617367	1201.983674621582	1829.4832754725353	1808.3575940886733	1603.8606517558196																		
9	1637.110398892157	1497.8847150802612	1033.4940136438129	1399.5030194091796	2060.9710818360754	2098.136804256799	2133.8219492737676																		
10	1168.0078125	1028.828034682081	772.0057471264367	800.6925	1338.8819018404909	1079.6609712230215	1252.7922077922078	1370.0576923076924																	
11	1753.4283222702313	1419.1483729506983	1115.5313194537985	1263.3532861328124	1827.9698078684564	1804.8732571778473	1934.3256382373495	1846.1803693498885																	
12	1647.1940686035157	1509.184930234967	1942.9421258223683	1322.1739471435546	2103.812311742213	2049.67896889617	2187.9056173788535	2277.2791953511755																	
13	1170.702857142857	1047.6328571428571	1359.3095238095239	923.465	1134.8028255528257	1300.9651685393258	1128.7401315789473	1363.054054054054																	
14	1787.889924548921	1626.2271895464728	1601.009789035745	1040.8012329101562	1882.5542059233694	1899.4694001018138	2175.9382943248297	2168.1351174963524																	
15	1637.8136897703416	1657.7697128576735	1734.1966942855993	1202.2255981445312	1960.7810618834346	1969.2011314417778	2287.2967831369174	2444.7781198538987																	
16	1148.8958333333333	1075.024861878453	1178.1666666666667	764.19	1345.4021186440677	1323.3077557755776	1325.4544701986756	1587.6356837606838																	
17	2213.2820443047417	1560.24155365915	1711.9739972491598	1233.9744647216796	1885.899353118441	1920.2048464226	2040.9689920241933	2313.7355532741276																	
18	2309.2451768451265	1587.2906242193178	2128.267805466958	1307.4007318115234	2004.7372275222622	1975.4890671790615	2399.1535840973143	2426.9618060002563	2038.4059307391826																
19	1317.2378472222222	1106.9833333333333	1279.4601293103449	903.9875	1294.6512859304084	1296.1629335260116	1416.2798076923077	1531.7690023752969	1288.986607142857																
20	2016.6177855325402	1513.6327019423068	2046.9518862318719	1595.1297380496294	1947.810179227429	1950.974888887251	2231.5638058546115	2329.257168596607	1764.545576938363																
21	1964.3939612347147	1431.8352994051847	2236.4460368038986	1785.4314725899403	1888.8519001622353	1843.3080268021827	2238.2172151288914	2314.726464991416	2115.2944483901515																
22	1328.2195652173914	1020.377027027027	1367.2652027027027	1228.549504950495	1309.0490753911806	1224.501717032967	1405.9084919472914	1512.3501615508885	1384.986111111111																
23	2122.880568284255	1528.951058576207	2040.080603236011	1770.0146575927733	1926.0585371724676	1824.0112628409875	2144.015708447795	2231.479775099417	1995.4558287121001																
24	1905.9756756950828	1429.5436380264607	2239.8224123287823	2052.8287714066046	1878.6939246727563	1825.243265482148	2167.2203516538452	2276.426775986341	2302.2358285757214	2042.2934498506434															
25	1346.9829545454545	1071.2979041916167	1432.4755520504732	1306.8130165289256	1300.4884667571234	1242.3233240223465	1434.227128335451	1511.4096875	1579.7278761061948	1330.844512195122															
26	2154.336439190489	1619.5576613324242	2174.2009550977873	2140.233318146182	1976.8376808220157	1864.3998034884341	2090.9539940192685	2284.1502514359513	2224.940071105957	1798.2117067367312	1707.533184420678														
27	1776.7209559353914	1524.1997685807476	2092.5312100504248	2347.831975379357	1932.58786470655	1904.3432112945907	2104.7073241834696	2203.4569764470684	2240.2606005827993	2048.449155521964	2046.5255192582326														
28	1262.653409090909	1015.6095505617977	1395.8590522478737	1503.2598837209302	1304.1803713527852	1274.5911179173047	1439.3542382588773	1508.5226781857452	1512.4376443418014	1320.6779141104294	1288.3152173913043														
29	1998.4160206646	1659.6951641580333	2067.921767747667	2285.719215993131	1966.576043609075	1920.7261967625368	2130.839230513016	2227.202638255837	2266.3257044710854	2085.3571862392737	1869.6924421980575	1764.793739174897													
30	1964.1497327743039	1576.105685043335	2166.693632023264	2434.857336651837	1968.0669022440259	1943.0746282976727	2186.303317050976	2231.461066034321	2298.734477044728	2348.0575601238093	2150.560167402497	2140.376493633918													
31	1283.0595238095239	814.8125	1467.9970334412083	1497.1372785829308	1314.929572763685	1227.6416781292985	1399.4389658848613	1496.684553660983	1590.1448353293413	1414.3280456852792	1410.4832474226805	1395.4871794871794	1415.2094594594594												
32	2115.14603099823	1945.5005832672118	2252.435535311699	2470.431705833884	2023.9018473226236	2107.6850684262854	2167.2541019140112	2337.753776924352	2422.4984532427507	2297.8236858226633	2402.781326501548	2013.3692555807852	1938.1705701673352												
33	1880.8812452043805	2132.2878971099854	2205.4874964566034	2368.6277142378535	1956.9719213740525	2098.501078886144	2180.487509817295	2262.8009116589183	2310.903619953416	2347.586349181573	2453.410952565427	2187.60370186779	2126.8416699702198												
34	1271.828125	1152.91875	1421.0597982708935	1582.5475234270416	1330.6635483870969	1334.5493421052631	1335.2740434332989	1530.1958955223881	1582.903215636822	1611.6710288808665	1635.2526455026455	1417.9235751295337	1327.556	1620.2556818181818											
35	1903.5997492472331	1784.684902191162	2025.6247845726084	2256.234701792399	2018.5174795552987	2043.5523558227035	2061.1976599713416	2231.370698282768	2159.739823016204	2254.303090189347	2358.004718563421	2144.8368308138683	1881.6437472388857	2069.281225422085											
36	1714.7897267527394	1939.295310974121	2169.951505939687	2339.0206622921237	2056.897055748249	2036.8590982681665	2112.5696133077145	2235.963145107396	2191.737595599298	2404.2061393164486	2512.911018258554	2366.3227338139313	2249.4489502417273	2459.3142963115984	2364.3226033528645										
37	1200.3523489932886	1086.05625	1385.194562446899	1483.836709486166	1422.695030120482	1399.953002610966	1379.2364048338368	1522.8937609075044	1548.8205248359889	1700.6892583120205	1703.1253776435046	1711.4170854271356	1500.3058712121212	1715.123188405797	1585.4425										
38	2125.4046790615826	1897.2763816833497	1973.5045517930039	2144.2514069836548	2088.426292072643	1979.1752507861518	2162.0371445740857	2262.73194630325	2200.2338188006906	2297.6780216577386	2434.8413133868567	2390.093082104995	2161.867303137301	2495.999783888395	2003.0616072837752	2267.42819135617									
39	2143.907866407561	2027.9457896839488	2132.328923633909	2262.8444645282666	2023.0524248395648	2016.9661207932693	2181.1734010201912	2311.0875715947577	2291.4063997283697	2367.9138665915557	2579.7046462491853	2541.811769982887	2363.3442902227844	2670.1828781505355	2364.4525774893677	2770.502647986779	2379.041284361882								
40	1950.7768456375838	1253.478787878788	1280.158125	1456.0580395528805	1370.27868852459	1353.115923566879	1367.7090818363274	1495.0847123719464	1562.847810979847	1585.4953294001966	1743.8298687089716	1785.4674796747968	1678.5254491017963	1747.2915492957748	1599.8846153846155	1832.173076923077	1525.7162576687117								
41	2909.445856491191	1950.6934496330493	2049.7756984301204	2102.7877984816027	2093.6236053768953	1996.8222024191373	2226.0368162026207	2326.13473882576	2276.3278858622566	2347.935042749655	2563.054434805419	2498.7571674491505	2387.752116480519	2507.610033756401	2144.612841881941	2322.069277162905	2266.9161432680876								
42	2932.8437565541108	1932.9779781765408	2170.4349908370004	2248.5728054597544	1997.7824947595145	1983.7018480907	2302.592882256759	2344.1655547100563	2298.179056056999	2286.1171526189437	2487.0642339070637	2333.8554151512176	2440.085905045629	2492.2536760469447	2269.5485087289862	2461.819481693097	2483.496965765184								
43	1947.8741610738255	1162.3910256410256	1395.9740915208613	1470.2208588957055	1370.6616161616162	1357.7845060893098	1493.0094827586206	1595.5948575399584	1575.6090883824347	1612.1471631205675	1753.651766004415	1737.365506329114	1671.4543847241866	1759.3329596412557	1653.9004683840749	1677.7063679245282	1726.454326923077								
44	2471.2429281145132	1816.5376809927134	2081.4748996338753	2141.073243806004	1971.38912581752	2012.3981317164719	2172.493006800746	2313.5669296416477	2316.318930388503	2342.39912556287	2561.221384016495	2352.5911504658425	2344.5171513571017	2550.3281670584897	2218.57691853082	2370.106603046492	2407.5557092261815	2397.415523952908	2098.907259941101						
