	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23
1	839.031914893617	921.9642857142857	966.3522727272727	825.5																				
2	1139.1489419037441	1243.4143739038584	1153.4878317343223	1180.7425403129764																				
3	1412.0632727486748	1445.3882309271364	1489.278060913086	1430.8075833834134																				
4	944.578947368421	994.71875	1029.5125	984.9090909090909																				
5	1306.3074340820312	1402.9792745338295	1315.1333212656518	1351.4204921437733																				
6	1473.3107452392578	1557.7342505361519	1656.0759095030946	1535.447482881092																				
7	1067.5572916666667	1005.7280701754386	1067.9155844155844	887.8370786516854																				
8	1579.4607290292715	1415.404183255709	1408.5809667413885	1448.9866856166295	1533.2539672851562																			
9	2004.4237237974655	1572.6194613017733	1670.7363047281901	1639.9959938742898	1993.3592178344727	1848.771064572218																		
10	1205.1633663366338	1063.157258064516	1092.3770833333333	1001.0157657657658	1241.795	1244.2162162162163																		
11	1948.6897710755813	1477.8751531862745	1537.066689074879	1457.6021503421432	1646.6989661583534	1540.7177279033358																		
12	2100.203659057617	1571.1759731486693	1698.7851325647155	1672.4175360957279	2104.2361695739046	2037.4186309396405																		
13	1141.996	1080.75	1133.7934027777778	1008.5380434782609	1333.9615384615386	1135.94																		
14	1806.72693822291	1545.0021122166368	1525.870689690446	1464.581213104591	1856.9541729518346	1702.112326832999																		
15	1942.5630154817002	1485.7012773344788	1582.815730457	1594.9556854722414	1987.8936618902744	1812.8741463109066																		
16	1041.663145539906	1026.9653846153847	1120.5815217391305	959.3743169398907	1288.9448924731182	1118.2996183206108																		
17	1740.135595752347	1457.8112655424736	1627.3771809169225	1566.6994173442897	1710.742198962001	1628.7982251397495	1664.5215906603582																	
18	1983.4954022237348	1446.6755931341827	1582.127632767682	1589.276909373631	1936.210984188247	1957.3453684931217	1743.6198818925498	2023.4489400227865	2199.427008995643															
19	1292.549839228296	965.4642857142857	1106.6495433789955	1022.0985576923077	1292.4440298507463	1276.2427685950413	1143.05	1332.5375	1364.1875															
20	1862.8834275067863	1427.9290837826936	1704.0640203302557	1698.7466509513308	1852.4858681455303	1789.3852287928264	1691.3434863620334	1877.158671061198	1901.9160766601562															
