	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
1	6734.617940579928	6236.109339447022	6087.451726009971	4674.283331298828																										
2	4176.3928438459125	4386.597034966768	4329.755111526657	4426.045526860835																										
3	4583.96940157011	4380.576334496067	4611.449879562646	5159.015578391335																										
4	6703.687674035559	7024.718896211083	5555.732789772601	5299.10359975454																										
5	4501.990152924636	4264.142842063421	4779.475847125876	4773.882938508064	3535.3458557128906																									
6	4815.047010458669	4359.064232278858	5389.639533819154	4922.629707905784	4991.657735188802																									
7	6799.219213858894	6729.062745935777	6663.770501064895	6189.269821893601	6128.976613898027																									
8	4754.062834222633	4396.041183561438	4749.073878361629	4773.861757621238	4864.182131958008																									
9	4728.382108619414	4562.6099223062665	5102.794919828089	5069.069181100946	5658.301747847577	5875.596297554348																								
10	7262.69524117606	6508.5851030857	7351.127543583812	7633.411623998893	5900.986400370695	6422.34443359375																								
11	4746.3489932885905	4350.201121410178	4988.6290119517935	5097.41895236326	4993.8297216725905	5558.589881814936																								
12	4879.444434029715	4537.703861536605	5638.2123401954905	5541.27882975818	6069.354064613261	6572.034550820627	5567.797833136792																							
13	7592.466668701172	6661.882988402184	8028.5921904381285	8211.082260622157	7381.586321285793	7300.897635872909	6785.746283232276																							
14	5960.753246356914	4605.535073726135	5249.6444701006885	5273.987331106794	4718.605222429548	5673.294890267508	5292.009305207625																							
15	6521.379378657638	4355.869322256608	5260.078936843872	5238.070804529023	4270.716198478426	6073.243037896755	5448.507576219963																							
16	9031.42375252917	6581.769631910074	8448.390643820423	8171.831511076204	6713.279762251036	9484.406599219465	7720.339556581485																							
17	6396.199748066186	4569.340083815835	5258.33159122992	5391.754607365049	3801.615435055324	6337.918756721846	5828.802314835365	4772.9371484375																						
18	6593.88325927078	4524.668680434532	5321.564069807797	5396.73077553197	3607.314417379243	6441.167878705903	5841.407920718193	5591.3647709818715																						
19	8993.908564541405	7074.098130967882	8078.219797275993	8076.402334272491	5229.998499495642	9380.456096033897	7988.529366122528	7002.762831467849																						
20	5972.533104833895	4433.71963558095	5396.986132271682	5415.802962165817	3136.540173019682	6531.015671613508	5744.359375260834	5744.403841458834																						
21	6149.9902198585305	4221.810276576451	5325.320976387186	5286.944639339339	3125.1237171036855	5613.244267247889	5688.212932116612	5868.40824773953	5634.549213638576	5801.383053957761	5515.293417440878																			
22	9073.820846957062	6173.37968338747	8001.024803176551	7907.733464698571	5143.464298103537	8668.959776146348	8607.559519359043	8226.9184537847	8345.156764083888	7473.6870827188295	7232.013506915118																			
23	5892.895465274416	4011.7887503441343	5499.111183338831	5593.370504947109	3237.6447661646775	5994.748193670942	5866.415898152068	6045.596118702608	5540.18351210169	5493.351302236881	5257.2692779891795	4855.740282093395																		
24	6049.0491041161795	3910.033981230201	5267.698293796378	5657.317130493164	2388.912634457861	5727.579426537143	6051.040950033038	6339.728964698235	5675.769563580941	6102.395739387063	5786.19999206543	5394.709089244496																		
25	9269.955998350797	6066.301893702093	8474.87829129658	8796.156950697386	3946.9598146677017	9073.787866505709	8503.739826221608	9016.899909194635	8686.04646206309	8563.409180010438	7952.186661376953	8705.670244349516																		
26	6222.39498620673	5531.234052942154	5422.000823708982	5645.1334402270895	1870.1804805483137	6294.206120600099	5779.099782165694	6064.6632912165005	5799.848168724999	6109.611481197297	5359.867032416962	5854.890657454271	5354.276047165329																	
27	5792.801812447754	5966.496435292562	5208.825168908668	5443.403905284914	1501.9189991950989	5822.2572520600315	5765.146859942359	5933.718140098328	5692.101623957852	5769.422519905857	5594.156844183739	5835.447291354475	6104.058736355505	5448.9306856043195	5490.56575811477															
28	9151.118418440621	8861.157843040697	7834.355185420135	8470.720691498636	2344.6964327224664	9174.129092076246	8922.608375617005	8890.274328187077	8724.958220596509	7814.248673050492	9094.025011189779	8566.93984398475	7943.138881429037	7509.5146969065945	7855.171940879216															
29	6079.3254481348495	5944.458569184684	5555.522789911123	5604.144402419464	1490.8290846965142	6272.882510906878	5808.271536165447	6018.931806974591	5799.445520516458	4571.244892100178	5809.0963299346695	5833.7874434387795	5689.438729997819	5297.949493099944	5146.02832515656															
30	6229.116324736693	6183.791656960381	5398.6262050243695	5631.350303406411	1968.1352047920227	6045.957638979507	6148.8986973756555	6051.9443888528	5697.076650324839	4578.910044594417	6286.612235288926	5998.370724367104	6281.69938221807	5744.655796081062	5492.88320874411	6263.888715563322														
31	9053.888174533333	8545.457201335134	8148.815938898947	8525.111499108503	3019.3422590089694	9354.24376929809	8692.616085561116	8792.33164305606	8743.664165378357	6056.229254142318	9371.994432915582	8931.545146973927	8641.9826640625	7516.106582464174	8145.939187670511	7776.115511752591														
32	6329.132996020457	6137.954171093641	5571.915300575462	6181.626454723932	2980.9228194824286	6500.861584040897	6126.348612785339	6327.750792217738	6038.806907111523	4272.76115239865	5875.084517425314	6268.905506611607	6393.737942935499	5980.476008256989	5057.529707376936	5918.422842203776														
33	5992.190766374993	5849.899545768342	5289.751052786322	5912.228256601418	4710.5223225184845	6120.5346702910865	5959.860426944426	6017.024719480484	5616.552519926788	4185.437633776791	5899.5431147789905	6017.8440122806705	6244.684858159204	5954.849474442873	5098.777534776062	6399.794555349448														
34	9367.25007987618	8880.60879384138	8138.9722208469475	8896.653846794075	7081.991059388433	9281.667336203835	8930.186752281035	9112.59160209252	8719.43059908505	6390.643751356337	9193.201858094964	9192.63554352638	8999.967181801523	8666.68171049161	7823.267805833083	8504.376140909457														
