	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27
1	1080.5772727272727	851.9979166666667	1053.284090909091	929.7772727272727																								
2	1611.2640780331044	1442.2521476140098	1583.0000459745334	1585.0975542570416																								
3	1726.2091676528844	1662.6386033620265	2081.946182538878	1887.3826379394532																								
4	1120.552564102564	975.7516556291391	1092.1544117647059	931.3065476190476																								
5	1684.6728297642298	1568.7777402736997	1767.03265321021	1822.7427116625236																								
6	1768.8594161912138	1636.2785614013671	2255.8436129534684	1966.0467627976468	1795.328502061632																							
7	1117.5837209302326	1084.964705882353	1139.2144351464435	895.1173076923077	1068.625																							
8	1747.9074917747862	1575.716217367407	1902.4850319254274	1845.2797949388882	1487.2164250691733																							
9	1744.9340083390337	1693.2677776875921	2246.2715617588588	2052.760799605071	2136.341537084335																							
10	1121.043023255814	1102.1049222797928	1096.0488431876606	1103.8873626373627	1263.8815789473683	1296.2558139534883																						
11	1776.194752488181	1683.1258722561508	1862.4422124548803	1777.8943392378173	1888.9980985579953	1808.5529153006416																						
12	1851.13549273947	1745.7695468266804	2145.1136034705064	2067.030491457147	2322.4632700965517	2304.333317454268	2011.2276489257813																					
13	1169.9594907407406	1073.1255656108597	1162.0614901256733	1214.0768008474577	1365.5092105263159	1365.8815789473683	1249.32421875																					
14	1884.9436248069585	1853.3557315224095	1754.0204031279593	1802.2694573912433	2026.5533797691608	1984.1995937399668	1727.132300482856																					
15	1845.155546829997	1750.186778795397	1902.8078825316181	1930.6634686078467	2291.228167864518	2211.525766954065	1934.6584768767405																					
16	1177.3064853556486	1145.4337748344371	1214.291499330656	1295.4326241134752	1314.5669889502763	1434.1921397379913	1398.217672413793																					
17	1926.0724807075833	2050.931212501964	1829.0499677986934	1895.953772334403	1721.2093507123916	2074.07960196994	1952.6489786497305																					
18	1858.4519537062872	2343.8485910434915	1825.0275200959338	1971.031182868948	1794.4683769183923	2074.5077467293577	2328.6796405734726	2157.319612361183																				
19	1155.390557939914	1417.232098765432	1225.6883040935672	1259.13532675709	968.9716850828729	1426.375	1547.0459401709402	1458.5933333333332																				
20	1914.2346806930284	1981.6155383451485	1894.7515773905955	1986.839883520427	1116.365988420518	2202.003284494165	2233.6911171249867	2057.2877215949857	2205.9567655155574	1799.9869612354344																		
21	1824.312225912219	1762.99250405394	1796.7700502027844	1903.8886943650575	1000.29875901786	2136.38167574756	2101.0811212399585	2195.317434818787	2164.8381108093263	2080.1275514036743	2026.0121330098902																	
