	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27
1	5997.983824666341	4745.958320744832	4878.621232003877	4239.963638583096																								
2	3815.78009273229	3537.373027983166	3844.597425584669	3853.1109032881886																								
3	4363.730423577088	4253.625365301473	4931.808624267578	4421.0171490478515																								
4	6452.167520063352	5453.114809655196	5235.776950780083	4772.615081787109																								
5	4101.990142521599	3869.819760802608	4205.265183592154	4428.708220880681																								
6	4366.233655506754	4075.96905831231	4831.99801296658	4556.578275577751	4234.2063585069445																							
7	6447.099207394622	6341.058834659352	5705.539734908228	4778.441032996545	4901.666653951009																							
8	4076.7034027099608	3834.491995092382	4539.7625632468835	4399.577410016741	3760.7952575683594																							
9	4313.64977246825	4285.355288280866	4858.957220245194	4675.039082628616	5041.606239514474																							
10	6682.099240751045	6479.141626901577	5628.75920108903	5734.737487122253	6219.61054559005	6047.418604651163																						
11	4119.270370412096	4017.5017704750176	4446.043106594167	4299.373940584347	4826.831784156061	4488.318878173828																						
12	4445.182890371424	4358.6391407648725	4984.743046817349	4990.926449209956	5606.52297101702	5593.127164515054	4842.888918728298																					
13	6970.691372200295	6324.5173426839565	6407.2381798900005	6538.158189595756	7143.777211560701	6849.93567751165	6149.343769073486																					
14	4317.434556544104	4446.519553576018	4306.179441220833	4484.775410624635	5044.864042821424	5143.955976094285	4511.0238206651475																					
15	4449.526678129275	4262.244779927022	4646.32268441545	4843.1038240752	5515.577989900693	5758.16959287266	5003.039602751779																					
16	7014.228714819234	6445.929358981303	6917.720213154712	7326.1456225239635	6923.320441314529	7579.197944741061	7066.887939453125																					
17	4324.709327631412	5224.620274510877	4567.535481293387	4821.552878188606	4105.704420943286	5247.103132235294	5200.710248060629																					
18	4427.526909502038	5996.080817328559	4647.8724116508865	5117.828784480673	4274.229283791221	5192.28777650855	5898.895901627277	5366.672938323218																				
19	6824.268959733038	7545.964605110074	7298.355943860506	7594.188245629853	5053.115106719633	7608.888041794902	7820.633883484408	7677.551140950521																				
20	4330.28268419686	4839.627154559854	4738.176991801251	5032.439594861822	2424.0864145110327	5534.530867638319	5825.11516679282	5238.5714335538905	5521.542858781486	4769.595628641419																		
