	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27
0	0.8198432499461793	0.8204792669706897	0.7841020975353608	0.7807110267959788																								
1	0.5777366517787563	0.5922815783903033	0.5882533668050308	0.5886187566248503																								
2	0.6044189259890496	0.6091243443945873	0.5778534121753219	0.573088596060765																								
3	0.8263292822732597	0.8210652645894252	0.7914054739092762	0.8048645173223734																								
4	0.5893035401765695	0.5946121945616578	0.5798047028984736	0.5884256490259234																								
5	0.5948775178441713	0.5985547147212932	0.5331447556683689	0.5685256251746575	0.5759940942758641																							
6	0.8266532459050112	0.8288984956341856	0.8003318725174441	0.8126758703285739	0.7819874186795974																							
7	0.57124487137993	0.5890678036662731	0.5809285165423386	0.5805779457959653	0.604547356818682																							
8	0.5954854704533441	0.6048710868108975	0.5377050136602135	0.5609104515868831	0.576257756835434																							
9	0.8322319105320841	0.8298995475413251	0.8052770061693878	0.8075086496781732	0.7967908810876413	0.7856513830617715																						
10	0.5688084071280594	0.5810516165479764	0.5811011796775899	0.5864759930614049	0.6086463786124516	0.5970533813683729																						
11	0.5835637051629172	0.599469125466458	0.5696641565426095	0.5858423255697648	0.585756933111208	0.5880062709687983	0.5847049802963656																					
12	0.8321601935488583	0.8303229309897894	0.8186330119936913	0.8143090507079759	0.8088533320556908	0.8005993569499404	0.7968361721728505																					
13	0.5634111877967262	0.5831895690120406	0.5926736386464467	0.5981360731862768	0.59829375726134	0.6142658290698407	0.6171307514336754																					
14	0.5853141962493502	0.5893744096918423	0.5904701391244399	0.6013582325015485	0.5845896527870923	0.6159325057581763	0.6133033854433938																					
15	0.8321545342728406	0.8223012212756458	0.8244665204843695	0.8231767847842506	0.8101247804296806	0.8107725711619491	0.8021452038870175																					
16	0.5546353905448557	0.6074487513460545	0.5995542945884764	0.6067752816916762	0.5807761167773144	0.6047191088682926	0.6245418634160819																					
17	0.5802505570959237	0.6091032355218071	0.6073413040510511	0.6148696515901603	0.5801656257132966	0.6004636422281819	0.6052346609589975	0.5980154488350051																				
18	0.8306938714230993	0.812186755049753	0.8320596702159154	0.8341975091963685	0.8082427048229449	0.8125383114897923	0.8021840731557595	0.8100184151749262																				
19	0.557942328412201	0.5905437598683427	0.600109582088386	0.6051934959042503	0.5394693927833004	0.6021337061520811	0.6165412952075919	0.6072807734532877	0.6004818178659623	0.6226122503076543																		
20	0.5893383030408996	0.5964312008110381	0.6138576953849219	0.611786998839778	0.5626187167061913	0.6122466867692614	0.6177474973836645	0.6145037999812066	0.6142883749907472	0.6151559209946745	0.6166265556576326																	
21	0.8250720473711105	0.8210353426982112	0.8351234461758271	0.834942236342629	0.8120535349590475	0.8235538741763105	0.8169954633907549	0.8071446694898965	0.8293352339365369	0.8120673101329061	0.8035236916425017																	
22	0.5242673350320199	0.5580489802339512	0.601596619718196	0.6095564188752107	0.5501299580634593	0.6171610106650547	0.6259014192622715	0.6261297522578931	0.6113398347139662	0.624857490552959	0.6368874064752303																	
23	0.5125451175060474	0.5521630823112508	0.6055264329119403	0.6072922341825138	0.5468755445899303	0.6115321070296217	0.6225437487081821	0.6109246243815801	0.6110244558723191	0.6114705452344099	0.6105913788105396																	
24	0.7948553102101079	0.8155259129742878	0.8371314583260255	0.8356248867657317	0.8014953933344886	0.8248092412997315	0.8245318453832403	0.8105223640144917	0.8308902118887519	0.8074286231153897	0.8113262920359148																	
25	0.48542643899962223	0.5259655459809591	0.5950542805222337	0.6055198360951793	0.5182777695598632	0.593889842610986	0.6090916467769465	0.6035397680377821	0.6032852696626084	0.611916548532797	0.6128015060480846																	
26	0.4516306677223223	0.5364982907158805	0.6002627670839952	0.6105278223606763	0.526232828998232	0.5982069812787212	0.6270151188190475	0.6162009801792624	0.6073959916125196	0.6190414738876742	0.625832468070668	0.6223322837839285																
27	0.7513684393248481	0.8062524477555668	0.8367763814098259	0.8374148414128532	0.8055847240355708	0.8271086445213461	0.8294067440211094	0.818435975379085	0.833479620546203	0.8181035602628176	0.8207693664975181	0.815671056298066																
28	0.6040237352046971	0.5069733708415782	0.5919660307022278	0.6088793214088184	0.50325065929544	0.5906583582495935	0.6176098714709416	0.6047044931557399	0.6069730343816652	0.6135678616224828	0.6311968790763858	0.627115602108211																
29	0.6244050449179808	0.5252790341104769	0.5920664605497769	0.6111296892168329	0.53572994360177	0.6015270129406091	0.6193098580868512	0.6078958277348282	0.6103558476629558	0.6246805857264556	0.6259898547927166	0.6143846806333535	0.608282614203071	0.6270428457138966														
30	0.8232236134708533	0.8056419598797311	0.8353570830067938	0.8347633073242694	0.8171018351940122	0.8270959913039887	0.827498107810363	0.8205982122591213	0.8307453178277879	0.8201899120870586	0.8216656892197963	0.816537725621568	0.8158218760471256	0.812783516130436														
31	0.6168596052149904	0.5249423248554935	0.5818163315241456	0.5962435365854621	0.5618256784515884	0.5922578543530974	0.6055820059260665	0.5788060413883049	0.5873759133873188	0.6108266315485512	0.6137354067901066	0.6197995644416601	0.6185437830266985	0.6313108117964344														
32	0.6105444951687081	0.5776056640889712	0.5887711281665825	0.5995727954509894	0.5846880307138509	0.6096097390969271	0.6058983281014715	0.6019173197887941	0.613831948640487	0.6336020486734921	0.6257902868976035	0.6137165458180365	0.6076546741776543	0.6159648557310212														
