	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23
1	1139.135593220339	1119.8382352941176	1162.3526119402984	1235.328125																				
2	1569.7363271663326	1468.5112620414573	1646.695634675506	1770.1559814453126																				
3	1541.5900236023258	1600.6237144685736	1988.625345752226	2152.9540014407903																				
4	182.64340101522842	1076.6847133757963	1336.0186170212767	145.08004926108376	1001.1091772151899	974.3928571428571																		
5	1249.4307503482412	1573.4218834682285	1738.3196686566887	1892.057184432818	1579.4662345723902	713.2042335841967	1459.787276611328																	
6	1403.3925483432517	1567.7620093936011	1962.205931728326	1982.4595864595528	1579.9589965820312	1885.7702773736448	2128.1325368881226																	
7	899.480964467005	1129.7252604166667	1288.0865633074936	1275.4107142857142	1053.5058962264152	1126.8607954545455	1163.0426829268292																	
8	1232.0450687311627	1593.5492108982412	1766.5468561487291	1825.0447537576545	1515.507087344215	1636.2654418945312	1858.5978393554688																	
9	1466.7213618864262	1556.7343156023724	1996.0765310545714	1611.2250660052584	1591.5987840379987	2159.969732213903	2385.085953171189																	
10	994.6687817258884	1082.130281690141	1349.6012974051896	967.6175166297118	1140.3133802816901	1277.0751879699249	1283.626712328767																	
11	1356.6254215918216	1634.617779509391	1774.4331245147926	1316.7903961215475	1635.2153532892212	1950.3662536986574	2012.5809194582318	1530.7620809586322																
12	1428.7208788721694	1748.0890544119056	1940.173036859839	1320.1935643367387	1703.7517711765959	2395.7746954546287	2328.552622128839	2217.6258222207257																
13	883.1218274111675	1179.666230366492	1387.4147157190635	892.6269401330377	1035.4229249011858	1362.9364583333333	1455.118710691824	1178.9080459770114																
14	1270.937210431559	1689.1169499415978	1799.072892184463	1208.8278592737709	1740.0776769126335	2055.5442329569064	2140.7331094613983	1722.9652693899054	1783.6756922835011															
15	1352.697269575245	2230.6250436820237	1857.1491245949915	1043.5883504524993	1730.8864843810134	2163.2089689230615	2127.872999947026	1985.0750055727751	1980.5779859754775															
16	850.0862944162436	1613.8970588235295	1314.0775735294117	748.3592017738359	1192.5848214285713	1560.227923627685	1526.5888223552895	1390.4864130434783	1400.9144144144145															
17	1161.1328596318433	2525.890063715916	1840.1862810575044	1017.9474770658032	1809.748926661036	2155.6427737439526	2087.101756409137	1995.0591627551664	1883.121315315978	1728.790975717398														
18	1279.1567643838484	2545.8718285654104	1823.8077848592939	953.6050894625171	1704.1594334920248	2141.0870099423537	2085.427635167938	2136.059115008454	2084.206613191994	2200.108184544386														
19	820.3870558375635	1648.3848039215686	1274.7496443812233	600.4672949002218	1222.825327510917	1410.677031509121	1453.8864353312304	1461.594298245614	1417.5861111111112	1445.823113207547														
20	1133.7649845181384	2481.7927389705883	1875.5949780466922	691.1361055395291	1801.762366713139	2105.6113196772276	2033.342466017779	1985.0253962408256	1874.4610732671783	1750.2297188895088	1957.1800225886518													
21	1197.7643873340587	2618.189062978707	1830.7282146600369	732.9820808021562	1688.8752151084157	2155.4945097377677	2044.484252610847	2060.8493255615235	1981.3156995500838	2155.3994089003227	1890.743852853775	2299.672836653149	2206.24967257776											
22	681.7322335025381	976.8365384615385	1271.8395683453236	401.0310421286031	1187.5852534562212	1451.7563829787234	1440.1921985815602	1419.2281746031747	1305.3191489361702	1424.992385786802	1321.1905844155845	1554.766791044776	1456.2654867256638											
