	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25
1	1192.5492125984251	1154.638888888889	1389.0616883116884	1358.0857142857142																						
2	1806.8624059975552	1655.556501717403	1639.330397605896	1803.2136184028957																						
3	1821.502000466371	1812.6505889892578	2232.9601078739875	2109.227269139783																						
4	1239.7964743589744	1173.5275974025974	1337.2933333333333	1117.4375																						
5	1723.6781914788323	1715.8103089475346	1964.5380306759396	1882.866941531975	1386.576795578003																					
6	1762.3648635088387	1724.380263819839	2274.442308385664	2030.304660373264	1953.1291190011161																					
7	1212.9879679144385	1169.122191011236	1405.8581081081081	1179.724358974359	1277.1011904761904																					
8	1829.4582863486273	1814.3753434146743	1926.861931166963	1998.8699090219761	1831.50939839681	1730.2103343290441																				
9	1823.7147242370265	1773.7819046884213	2255.4285089525124	2176.047602335612	2260.832729923024	2391.8364770507815																				
10	1249.0222513089004	1218.4940476190477	1530.0349740932643	1381.3540925266905	1673.59375	1514.722602739726																				
11	1862.1145385071472	1853.9107420339524	2004.6733539760512	2078.741196839706	2099.3072145523565	1980.0976001257184	1705.6118747287326																			
12	1806.254752562218	1862.4943094767495	2244.0339172626364	2283.17874888682	2445.8129168886126	2448.8406919821714	2301.0913486168033																			
13	1263.2907894736843	1315.7372611464968	1516.7615230460922	1466.0342377260981	1635.4954545454545	1616.179347826087	1584.7777777777778																			
14	1901.5038594563803	2084.4200088038588	2090.7252236149025	2085.458053690367	2269.855495505137	2361.7613972183926	2047.7497941080728																			
15	1926.9737849001024	2037.907811634576	2091.7722253897086	2146.8622986609194	2315.7600878719168	2531.0123183306528	2359.0772223743966	2112.220880126953																		
16	1253.5276381909548	1254.8080357142858	1470.640100671141	1467.7601419878297	1648.020909090909	1817.1776315789473	1646.0333333333333	1558.5875																		
17	1940.2122233530108	1986.5941799289578	2132.8759563351464	2077.9131186099453	2222.7929286545973	2398.9318891918388	2083.4851403743664	1850.6137384378685	1704.5195553626543																	
18	1873.4278141437192	1982.6886187297541	2114.2489963685025	2121.623971939087	2344.207063947405	2410.2234403965836	2399.57569492885	2362.589609375	2236.996137152778																	
19	1278.56	1405.0844594594594	1475.633281972265	1416.916520979021	1607.326203208556	1764.0059523809523	1620.0379629629629	1626.5576923076924	1558.216463414634																	
20	1970.4537910382771	2305.6817198057433	2197.3460587795425	2109.6559036479275	2073.789591517698	2327.1143541200977	2227.2570932634203	2091.943788227282	2011.1186945020538																	
21	1927.9842820942695	2009.2896827697755	2115.7251248380812	2080.804212130033	2208.685766713297	2367.9811259066123	2297.783801829321	2345.171478819704	2302.4799831814234																	
22	1264.1128640776699	1383.9065656565656	1450.9576086956522	1408.645618556701	1551.2987012987012	1654.3219895287957	1592.0820105820105	1670.9005235602094	1568.9311377245508																	
23	2067.2117306357936	2252.5721025138064	2140.1187521397383	2049.8373129130987	2174.9267056622084	2304.293518533512	2136.870777803309	2288.5488482696082	2158.249982400906	2090.5447548314146																
24	2032.3385581970215	2456.380263229896	2154.0826367734085	2110.2836614949815	2147.0334680320243	2273.410767301507	2247.4622590100325	2469.8285076434795	2381.344781466271	2478.456047143829	2593.574824662642															
25	1290.7435233160622	1710.823275862069	1493.8851156069363	1498.2014119601329	1511.8686679174484	1618.3939732142858	1652.2617449664428	1743.0129151291512	1618.4455719557195	1792.6548507462687	1788.7245762711864															
26	2082.6323836726847	2453.9731276939656	2199.8815306767115	2214.193858177911	2194.0625396783703	2199.0546419697425	2254.7087497439256	2374.1333153810215	2246.9020837777302	2384.4455258864764	2244.5854650720376															
27	2001.550118783804	2380.092710297683	2152.611546606991	2186.1561898924297	2078.2930505155314	2107.6525343219055	2214.4578687104727	2338.094852279567	2216.2958909435383	2564.9162969927415	2477.3506504462016															
28	1311.1666666666667	1438.0862068965516	1519.4102470930231	1569.7388535031846	1449.0813106796118	1519.4283018867925	1562.7436936936938	1707.0022255192878	1692.6661891117478	1816.6858974358975	1746.3896103896104															
29	2162.080290294829	2153.1492692618535	2227.788605163745	2267.123133189284	2103.5497098828923	2090.1597917923164	2197.3221096992493	2350.2811560857863	2178.3606474641083	2468.2116226520943	2343.2588584357923	2140.559435467387														
30	1819.8882222078284	2231.025989658785	2257.924231852561	2287.7804811694955	2119.6414243747026	2113.2133255950116	2256.4889473750673	2375.1361233218686	2251.308384373503	2644.556315285819	2645.9327869333424	2679.461748157848														
31	1403.375	1339.9283536585365	1517.223163841808	1585.0534615384615	1480.4772727272727	1544.677807486631	1577.0891410048623	1624.6167481662592	1619.8711956521738	1808.0557644110277	1799.0544982698962	1710.0743670886077														
32	2483.90986166195	2156.5129691229927	2323.1943966878257	2418.918404437126	2210.1792930579695	2234.29437665797	2302.296380375707	2358.967655736444	2355.8191507294423	2516.4176836911874	2627.712842934448	2406.266393729968														
33	2544.897635323661	1950.0410690833783	2261.343610901462	2375.06365241074	2160.336081898016	2157.6491582961307	2251.307545811677	2339.458605286315	2282.44573254213	2451.518208072717	2640.985456613394	2462.930117520419	2933.5604078504775	2839.730549383601												
34	1554.859693877551	1377.8503401360545	1528.6630886426592	1563.821942446043	1471.218201754386	1527.0442546583852	1597.8107541899442	1595.9950396825398	1651.812275985663	1759.4876660341556	1840.1940406976744	1709.3507604562737	2033.8931623931624	1929.4608208955224												
35	2266.59392594318	2085.8880092736445	2279.4190712132945	2475.229789602139	2151.617820193228	2211.809896019985	2198.196092179865	2253.7223369891826	2246.454361477912	2365.4214962230008	2418.2194328594924	2358.0769482464857	2676.3591660719653	2469.5228994991003												
36	2496.0178147919323	2106.7882021696673	2247.2431202289545	2407.501913224995	2181.143474146263	2133.5078766237934	2245.1154231091814	2313.8369783841645	2301.981126876384	2386.28443671875	2506.9599227164554	2557.53063386406	2902.6257942013626	2730.3264302098473												
37	1561.5765306122448	1806.5891304347826	1513.310907643312	1651.5086633663366	1498.4640387275242	1493.874269005848	1538.4911831626848	1639.8646907216496	1627.8134430727023	1687.9804860088366	1821.0056053811659	1901.2513513513513	1834.1795112781954	1890.7991228070175	1963.9323770491803											
38	2164.380361421512	2462.7871815557064	2132.8723395025363	2469.409896292633	2205.240749707843	2225.496507991444	2198.8989967542657	2345.2802264985585	2206.420814542593	2302.585779434595	2429.599744692294	2581.3253073062538	2485.419789208306	2412.7140336798493	2447.3701002938406											
39	2219.1783866882324	2747.2445078974183	2135.26436741632	2451.5568998713156	2195.867484662322	2210.4835603852757	2223.5270222463428	2307.324583757563	2244.066518022509	2384.772654363459	2478.0768376928177	2701.6480184186967	2756.8024156764595	2615.5900182291666	2754.503745503945	2947.893662516276										
40	1420.844387755102	2151.939130434783	1555.947767857143	1674.5784615384616	1519.1931977559607	1581.0246185852982	1562.1379957127544	1589.9375	1554.738241881299	1615.3097943722944	1741.8057851239669	1907.615758754864	1924.4653141361257	1849.2561936936936	1948.2188796680498	2094.053459119497										
41	2114.863723436991	2718.8839090098504	2394.4766229901993	2561.634008229657	2249.7628516073282	2342.0529698219243	2191.7265642562	2342.1161422237274	2231.6885857849434	2320.2657074325384	2468.8982466396906	2637.488414612303	2461.7557930738167	2503.012925916615	2500.4177238416373	2707.417542641207	2544.205251736111									
42	2134.4600351507015	2788.855230978261	2303.774946267264	2553.576584687104	2266.4957585152383	2299.7542670703683	2213.827292973335	2295.3358141112662	2191.470520680458	2255.0353184359474	2352.61859060704	2515.7155284955047	2512.436759718467	2563.3467726001977	2597.768018781635	2697.67963057602	2612.9214657469292									
43	1466.7390710382513	1902.6869565217391	1722.6611607142856	1726.9585889570553	1594.467541436464	1643.0546875	1570.9378390596746	1640.9735722964763	1601.5666360294117	1573.1846921797005	1707.1225	1725.2839721254356	1772.3274714828897	1895.1877224199288	1859.6109068627452	2043.8119918699188	1857.7704545454546									
44	2116.501695182455	2310.70932086447	2446.1420552389964	2584.9580003218216	2271.7608406973886	2401.340460893176	2245.3105902077887	2271.1952486059736	2261.425552742285	2246.087891680717	2356.615366843367	2333.712290716171	2438.0220439677337	2448.4036781322757	2526.347052956036	2639.288101728572	2563.8148696130984	2629.6152321144386								
