	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25
45	2280.8000377580233	2333.23470034392	2554.7441902433125	2765.266197086488	2402.12856944286	2520.407600626912	2389.5912959172174	2423.0950500557014	2321.7984367364265	2379.6098177831586	2490.96344887013	2496.363313403511	2603.207369920684	2701.8652339710907	2788.4714472221604	2974.0243378832824	2840.3881880294443	3029.291378476204								
46	1419.3890306122448	1438.8086956521738	1611.409375	1772.5502392344497	1528.810819892473	1663.5372409326426	1590.2395929694728	1647.9488188976377	1588.5696619950536	1626.463768115942	1702.6510582010583	1640.4909611992946	1768.7823033707866	1805.8461538461538	1851.6027397260275	2051.252403846154	1897.215850515464	1906.845802919708								
47	2301.3691555116234	2218.495622983186	2602.0548736572264	2853.9204445800783	2450.152527532634	2547.332150241616	2307.124058327567	2502.7848064610776	2347.1576756628015	2422.2190857169617	2448.326770019531	2464.464155442895	2436.097931621819	2589.8597567689185	2710.0507599637176	2805.3046896578085	2785.0666423633256	2852.875270298549	3061.050744926639	2914.7206288930533						
48	2110.9791664123536	2398.6305329695992	2616.186948994228	2642.553257513484	2469.4685188103003	2551.814054422711	2289.7636888684724	2451.2410320734575	2329.383805860937	2384.2598795806766	2321.598092184482	2430.1333598256015	2442.109321113105	2575.934639969723	2780.6235075287796	2973.6746707520338	2787.0781091396098	3038.5673498673873	3184.6521460439644	3077.5255041122437						
49	1326.5826612903227	1894.7282608695652	1656.8392857142858	1735.754143646409	1659.840258855586	1639.4509626955476	1537.7962962962963	1685.1041666666667	1601.054294975689	1580.791818845873	1628.7214867617108	1652.7435496481626	1602.9717036172694	1783.0300127713922	1686.3029695024077	2025.207298136646	1808.6525356576863	1999.9506960556844	2136.5257234726687	1976.2302083333334						
50	2373.315172749181	2760.20233313519	2769.6684959411623	2475.6841310954223	2623.111546737613	2631.0844130336004	2580.9832005315648	2571.7880938408553	2457.534427465982	2403.5886734197993	2392.4176896308536	2558.1396946346467	2341.3059441475393	2516.985059209558	2395.205178664844	2889.0776674521526	2636.25887833919	2882.3436694659	2874.870449420103	2875.274227502211	3122.0203144757043					
51	2203.1437107209235	2753.134777301291	2850.331572941371	2877.021138396711	2695.099071684338	2587.5662154967526	2695.1216058863824	2566.519258830411	2483.8432921375656	2448.374920409265	2357.0265199773025	2556.210369260971	2507.005890603865	2683.9374142291836	2335.569976290067	2830.00218547803	2713.619644099551	3037.567700298762	3152.6612944805647	3031.6617463030134	3524.327107920545	2887.6160748540137	2923.8532595334354			
52	1562.6209677419354	1983.4521739130435	1679.9745535714285	2005.6726519337017	1716.5391447368422	1670.0641762452108	1725.84273318872	1672.7418389553864	1642.6164839467501	1619.4655594405594	1588.112602365787	1649.359661016949	1585.294921875	1743.5238228699552	1558.4723307291667	1822.086423118866	1798.8191416893733	2011.4554848966613	2045.3586105675147	1933.0307971014493	2358.8744680851064	1706.9476190476191	1713.5136268343815	2302.5086206896553		
53	2396.0463271602507	2816.132365616508	2968.1233004978726	2940.258734940165	2794.577972174001	2665.710985083329	2713.110836098919	2676.159175323393	2575.4358789119856	2459.512674934506	2485.086584809365	2500.0145556302678	2434.1122583040924	2650.02899258123	2320.9640437534877	2786.4683227539062	2632.9460424514045	3002.996151540471	2956.1699907921798	2927.7542000675007	3348.399676903258	2709.499158659278	2968.843147628299	3235.121120263009	3321.531744559152	
54	2193.5091808688258	3124.7319123641305	2996.818987601144	2997.9617774921226	2854.538326883923	2730.5319337989104	2728.484918302722	2695.5557725558538	2503.5732118263077	2485.1980127511724	2454.7394943365102	2530.7174522774535	2469.4101422343174	2694.5630133586114	2457.695275252665	2850.125325709914	2704.72947788951	3092.6213644898967	3090.867548427297	3295.661490476324	3871.136036195146	2927.742929535471	2969.6243158878046	3490.153781339058	3743.0795185900383	
55	1499.5201612903227	2185.182608695652	1905.3785714285714	1890.1698895027625	1699.2589285714287	1712.8201923076922	1567.470768601799	1732.6164383561643	1689.1965317919075	1647.498013245033	1681.2057708508846	1668.2611281657712	1677.8366477272727	1766.297247706422	1517.2429006085192	1827.4726738934055	1770.75	1998.0080261593341	2025.4570530726257	2092.5	2439.3297872340427	1810.4857019064125	1804.966517857143	2240.0522788203752	2294.732283464567	
56	2770.8860985540573	3131.1847316576086	3064.2216959272114	2932.2689101076917	3008.1833005582907	2747.6965926537146	2800.880462481673	2817.0631533563733	2690.169954274243	2553.3318637911752	2577.60870849052	2567.387926259125	2517.172893604649	2730.882964610661	2634.4869786110244	2791.0995975786564	2652.9102942792883	2974.962875495523	2928.8507819231345	3159.65697648903	3435.244054396609	2680.6222716212174	2973.9636682581017	3100.982077917819	3537.823342818248	
57	3088.902411676222	3148.260695482337	3323.579781941005	2816.147903703962	3150.776422745142	3134.870819561298	2906.4409063262055	2895.363785790868	2781.118140124203	2651.1783901106974	2680.688450202513	2701.155943027906	2547.560794177844	2820.159535603939	2827.104201992297	2853.2525721958705	2733.11353296178	2995.5070312932	2998.3310909419097	3365.7952995779124	4086.2557648354386	3012.0370409233306	3059.602742513021	3457.7064575195313	3772.009755053091	3351.118773083354
